longitude,latitude,slope_degrees,elevation_m,event_datetime,temperature_2m_C,soil_temperature_level_1_C,soil_temperature_level_2_C,precip_hourly_mm,precip_3h_mm,precip_1d_mm,precip_3d_mm,landslide
12.3009,43.3135,7.517824059503256,253.0928955078125,2024-10-05 06:00:00,10.97564,13.388149999999996,15.420920000000024,0.121600926,0.6052926160000001,17.094704230999998,88.54967903490001,0
12.3009,43.3135,7.517824059503256,253.0928955078125,1953-01-01 07:00:00,5.04006000000004,5.511930000000007,5.945760000000007,1.4549084,5.925621800000003,28.914589313,88.46354668,0
12.8788,43.3166,28.83177826962662,420.50439453125,2013-11-13 12:00:00,11.019800000000032,11.615000000000007,11.498000000000047,0.21515111,0.7781913600000009,9.645464160000005,107.18548905,0
12.8788,43.3166,28.83177826962662,420.50439453125,1966-09-19 13:00:00,16.6841,17.864980000000003,17.438750000000027,0.31590462,1.3813711599999947,70.17864286000001,94.42476921266,0
12.8788,43.3166,28.83177826962662,420.50439453125,2008-03-07 21:00:00,0.5107399999999984,5.013760000000048,5.419700000000034,0.038057566,0.667799276,33.148825086,86.966696887,0
12.8788,43.3166,28.83177826962662,420.50439453125,2009-06-02 19:00:00,12.953030000000012,13.945460000000026,14.69467000000003,1.4901161e-05,0.0004917383209991,20.730346373321,83.930168150631,0
12.8788,43.3166,28.83177826962662,420.50439453125,2005-04-12 16:00:00,9.616420000000003,10.849450000000047,9.33593000000002,0.8181073,2.939564899999999,11.736989900999998,82.848549341,0
6.4793,43.4641,7.604698219635352,90.3419418334961,2011-11-06 10:00:00,13.803860000000045,14.182100000000048,14.52633000000003,1.3321787,3.7502459999999913,76.84420789999999,185.125391838,0
6.4793,43.4641,7.604698219635352,90.3419418334961,2019-11-24 12:00:00,11.70437000000004,11.346699999999998,11.235070000000007,0.7097572,3.1073539999999964,54.53212587999999,155.9425891104,0
6.4793,43.4641,7.604698219635352,90.3419418334961,2010-11-02 13:00:00,15.844870000000014,14.674860000000024,12.973900000000016,0.67546964,3.0402837399999934,17.17439583139999,152.29683882740002,0
6.4793,43.4641,7.604698219635352,90.3419418334961,1958-12-21 23:00:00,7.75732000000005,8.137,9.008050000000026,0.037148595,0.3048032550000024,12.777984095000004,142.691134855,0
6.4793,43.4641,7.604698219635352,90.3419418334961,2000-10-15 12:00:00,14.782650000000046,15.713220000000035,16.230000000000018,3.568679,8.532151599999992,63.14328696,137.344958388,0
